address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,cost_two_people,reviews_list,cuisines_count,service_type,city_location
"Address_761, Bangalore",Nandhana Palace,No,No,4.5,2198,080-7133460,Marathahalli,Cafe,Pizza,"Continental, Desserts, Italian, North Indian, South Indian",600,Sample Review Text...,5,Cafes,Bengaluru
"Address_892, Bangalore",Onesta,No,No,2.1,2117,080-9488394,Indiranagar,Bakery,Pizza,"Beverages, Mexican, North Indian, Thai",2500,Sample Review Text...,4,Dine-out,Bengaluru
"Address_536, Bangalore",Resto_536,Yes,Yes,3.5,1489,080-9714808,Jayanagar,Bakery,Dosa,Italian,1000,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_650, Bangalore",McDonald's,No,Yes,4.7,975,080-1249956,HSR Layout,Casual Dining,Burgers,"Continental, Italian, Mexican, North Indian, Thai",3000,Sample Review Text...,5,Delivery,Bengaluru
"Address_247, Bangalore",McDonald's,No,No,2.5,2484,080-2282825,Indiranagar,Bar,Pizza,"Beverages, Italian, South Indian",1000,Sample Review Text...,3,Delivery,Bengaluru
"Address_337, Bangalore",McDonald's,Yes,Yes,3.5,522,080-7027124,Whitefield,Casual Dining,Pizza,"Beverages, Fast Food, North Indian",2500,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_506, Bangalore",Resto_506,No,No,4.2,2062,080-8189001,Koramangala,Cafe,Burgers,Fast Food,400,Sample Review Text...,1,Buffet,Bengaluru
"Address_118, Bangalore",Nandhana Palace,Yes,Yes,2.5,720,080-2800206,Koramangala,Bar,Sushi,"Continental, Desserts, North Indian, South Indian",200,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_11, Bangalore",Leon Grill,No,Yes,4.3,779,080-2651177,Indiranagar,Casual Dining,Biryani,"Beverages, Italian, Mexican, Thai",200,Sample Review Text...,4,Cafes,Bengaluru
"Address_911, Bangalore",Onesta,Yes,No,4.5,1593,080-1347135,JP Nagar,Cafe,Pizza,"Beverages, Italian, Mexican, North Indian, South Indian",800,Sample Review Text...,5,Dine-out,Bengaluru
"Address_861, Bangalore",Resto_861,No,Yes,3.5,2678,080-9277057,Jayanagar,Bar,Burgers,"Chinese, Continental, North Indian, South Indian",1200,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_204, Bangalore",Resto_204,No,No,3.8,507,080-6867997,Koramangala,Cafe,Sushi,"Desserts, Fast Food, South Indian",2000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_530, Bangalore",KFC,No,Yes,4.2,2377,080-5883538,Koramangala,Bar,Pasta,"Beverages, Desserts, South Indian",2000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_190, Bangalore",McDonald's,Yes,No,3.7,718,080-1543292,MG Road,Quick Service Restaurant,Pasta,"Fast Food, North Indian, South Indian",3000,Sample Review Text...,3,Buffet,Bengaluru
"Address_730, Bangalore",KFC,No,Yes,4.8,2048,080-1542282,Indiranagar,Bar,Steak,"Desserts, Fast Food, Italian, South Indian, Thai",400,Sample Review Text...,5,Buffet,Bengaluru
"Address_563, Bangalore",Pizza Hut,No,Yes,2,1456,080-2785812,HSR Layout,Fine Dining,Steak,"Continental, North Indian, South Indian",2500,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_334, Bangalore",KFC,Yes,Yes,3.1,1395,080-2306851,HSR Layout,Bar,Salad,"Continental, Desserts, Fast Food, Mexican, Thai",800,Sample Review Text...,5,Delivery,Bengaluru
"Address_743, Bangalore",Resto_743,No,Yes,4.7,861,080-3636248,Jayanagar,Quick Service Restaurant,Sushi,"Italian, Mexican",600,Sample Review Text...,2,Buffet,Bengaluru
"Address_483, Bangalore",Resto_483,Yes,Yes,3.1,1532,080-3492539,JP Nagar,Pub,Sushi,"Fast Food, Italian, Mexican, North Indian",2500,Sample Review Text...,4,Dine-out,Bengaluru
"Address_365, Bangalore",Resto_365,No,Yes,2.6,1929,080-8679606,Marathahalli,Casual Dining,Burgers,"Chinese, Desserts, Italian, South Indian",1500,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_910, Bangalore",Resto_910,Yes,Yes,4.4,978,080-1274196,MG Road,Casual Dining,Dosa,"Chinese, Continental, Desserts, North Indian",2500,Sample Review Text...,4,Buffet,Bengaluru
"Address_177, Bangalore",Empire Restaurant,Yes,No,4,39,080-2004872,JP Nagar,Casual Dining,Pasta,"Chinese, Continental, Fast Food, Italian",800,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_13, Bangalore",Resto_13,No,No,3.2,240,080-8633773,Jayanagar,Bakery,Dosa,Mexican,1000,Sample Review Text...,1,Cafes,Bengaluru
"Address_891, Bangalore",Resto_891,Yes,No,2.5,414,080-8522210,Jayanagar,Fine Dining,Steak,"Beverages, Chinese, Continental, Fast Food, North Indian",2500,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_159, Bangalore",KFC,Yes,No,3.8,1753,080-9930189,Jayanagar,Pub,Dosa,"Fast Food, Italian",200,Sample Review Text...,2,Buffet,Bengaluru
"Address_829, Bangalore",Resto_829,Yes,No,3.2,53,080-3044259,Whitefield,Fine Dining,Pasta,"Continental, Thai",3000,Sample Review Text...,2,Buffet,Bengaluru
"Address_51, Bangalore",Resto_51,Yes,No,3.7,559,080-6008935,Indiranagar,Quick Service Restaurant,Salad,"Beverages, Continental, Mexican, Thai",200,Sample Review Text...,4,Dine-out,Bengaluru
"Address_53, Bangalore",Burger King,No,Yes,2.1,2057,080-8665981,JP Nagar,Bar,Biryani,Desserts,400,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_815, Bangalore",Resto_815,Yes,No,4.7,454,080-9300525,HSR Layout,Fine Dining,Biryani,"Chinese, Continental, Thai",3000,Sample Review Text...,3,Buffet,Bengaluru
"Address_9, Bangalore",Leon Grill,No,No,4.7,2989,080-5159166,HSR Layout,Fine Dining,Burgers,"Desserts, Mexican, Thai",2500,Sample Review Text...,3,Delivery,Bengaluru
"Address_73, Bangalore",Burger King,Yes,Yes,4.8,375,080-2425342,HSR Layout,Bakery,Biryani,"Desserts, Fast Food, South Indian, Thai",1000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_445, Bangalore",Resto_445,Yes,No,4.2,26,080-7962689,HSR Layout,Bar,Sushi,"Continental, North Indian, South Indian, Thai",1000,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_31, Bangalore",Resto_31,No,No,4.5,1716,080-6639317,HSR Layout,Bakery,Steak,"Continental, Mexican",2000,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_885, Bangalore",Leon Grill,Yes,Yes,2.5,1115,080-3219474,unknown,Pub,Burgers,"Chinese, Fast Food, Mexican, North Indian, South Indian",2000,Sample Review Text...,5,Buffet,Bengaluru
"Address_833, Bangalore",Resto_833,Yes,No,3.8,2301,080-4356421,Jayanagar,Bar,Burgers,"Desserts, Fast Food, Thai",3000,Sample Review Text...,3,Buffet,Bengaluru
"Address_884, Bangalore",Resto_884,Yes,Yes,3.5,415,080-7189628,Whitefield,Bar,Pasta,"Beverages, Chinese",2000,Sample Review Text...,2,Dine-out,Bengaluru
"Address_685, Bangalore",Resto_685,No,No,4.6,2184,080-2817044,HSR Layout,Bakery,Salad,Desserts,1500,Sample Review Text...,1,Dine-out,Bengaluru
"Address_614, Bangalore",Resto_614,Yes,No,3.5,1307,080-9222577,Jayanagar,Bar,Dosa,"Chinese, Continental, Desserts, Fast Food, Mexican",800,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_902, Bangalore",Pizza Hut,Yes,Yes,2.6,1162,080-6140518,Koramangala,Bakery,Dosa,"Beverages, Desserts, South Indian",1200,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_312, Bangalore",Burger King,No,Yes,4.4,2949,080-1711620,JP Nagar,Bakery,Burgers,"Beverages, Continental, Desserts, Fast Food, North Indian",2000,Sample Review Text...,5,Buffet,Bengaluru
"Address_973, Bangalore",Burger King,No,No,3.5,225,080-6617699,Indiranagar,Bar,Biryani,"Beverages, Chinese, Italian, North Indian",1000,Sample Review Text...,4,Delivery,Bengaluru
"Address_706, Bangalore",Empire Restaurant,Yes,Yes,3.4,1322,080-1132511,JP Nagar,Pub,Pasta,"Desserts, Fast Food, North Indian, Thai",400,Sample Review Text...,4,Cafes,Bengaluru
"Address_402, Bangalore",Resto_402,Yes,Yes,3.1,2391,080-7911031,Koramangala,Bar,Sushi,"Chinese, Fast Food, Mexican",1200,Sample Review Text...,3,Delivery,Bengaluru
"Address_20, Bangalore",Resto_20,No,Yes,2.1,1493,080-7817881,Koramangala,Quick Service Restaurant,Pasta,"Chinese, Italian",1200,Sample Review Text...,2,Dine-out,Bengaluru
"Address_268, Bangalore",Onesta,No,No,4.9,2353,080-3151610,Whitefield,Bakery,Biryani,"Beverages, Continental",1500,Sample Review Text...,2,Buffet,Bengaluru
"Address_994, Bangalore",McDonald's,Yes,No,4.2,1176,080-3012893,Whitefield,Cafe,Pizza,Italian,1000,Sample Review Text...,1,Delivery,Bengaluru
"Address_157, Bangalore",Resto_157,No,Yes,3.6,2028,080-7154919,Indiranagar,Pub,Biryani,Continental,2500,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_843, Bangalore",Resto_843,No,No,3.5,2471,080-4449113,MG Road,Cafe,Burgers,"Chinese, North Indian",1500,Sample Review Text...,2,Buffet,Bengaluru
"Address_400, Bangalore",Nandhana Palace,No,No,3.1,1882,080-3256338,Koramangala,Casual Dining,Dosa,"Beverages, Continental",600,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_320, Bangalore",Nandhana Palace,No,No,4,1124,080-9874251,JP Nagar,Pub,Pizza,"Beverages, Continental, Fast Food, Italian",200,Sample Review Text...,4,Cafes,Bengaluru
"Address_505, Bangalore",Leon Grill,No,Yes,4.8,2852,080-9088805,MG Road,Fine Dining,Pizza,"South Indian, Thai",1200,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_52, Bangalore",Onesta,No,No,3.6,1865,080-7891662,JP Nagar,Bar,Biryani,"Italian, Mexican",800,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_230, Bangalore",KFC,No,No,4.8,1854,080-4646403,Jayanagar,Cafe,Burgers,"Beverages, Continental, Fast Food, Mexican",2500,Sample Review Text...,4,Dine-out,Bengaluru
"Address_220, Bangalore",Resto_220,No,No,2.3,715,080-1769891,Koramangala,Bar,Biryani,"Fast Food, Mexican, Thai",400,Sample Review Text...,3,Dine-out,Bengaluru
"Address_716, Bangalore",Resto_716,No,No,4.8,457,080-9638526,Jayanagar,Bakery,Salad,"Chinese, Desserts, Mexican, North Indian, South Indian",3000,Sample Review Text...,5,Cafes,Bengaluru
"Address_26, Bangalore",KFC,No,Yes,2.8,2719,080-1775337,JP Nagar,Casual Dining,Burgers,"Continental, Italian",800,Sample Review Text...,2,Cafes,Bengaluru
"Address_54, Bangalore",Resto_54,Yes,Yes,4.8,1386,080-6312692,MG Road,Fine Dining,Salad,Thai,2500,Sample Review Text...,1,Buffet,Bengaluru
"Address_996, Bangalore",Resto_996,Yes,No,2.6,887,080-8151289,unknown,Quick Service Restaurant,Salad,"Continental, Desserts, Italian, Mexican, Thai",400,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_461, Bangalore",Resto_461,Yes,No,2.7,495,080-9462784,Koramangala,Cafe,Steak,"Fast Food, Italian",2000,Sample Review Text...,2,Delivery,Bengaluru
"Address_214, Bangalore",KFC,Yes,No,2.3,2061,080-8649174,Whitefield,Cafe,Sushi,North Indian,1000,Sample Review Text...,1,Cafes,Bengaluru
"Address_691, Bangalore",Leon Grill,No,Yes,2,2873,080-2025218,HSR Layout,Cafe,Salad,Beverages,2000,Sample Review Text...,1,Buffet,Bengaluru
"Address_934, Bangalore",Onesta,Yes,Yes,2.6,396,080-5704514,Koramangala,Quick Service Restaurant,Salad,Fast Food,1500,Sample Review Text...,1,Dine-out,Bengaluru
"Address_294, Bangalore",Resto_294,No,No,3.6,1329,080-5262908,JP Nagar,Bakery,Sushi,"Beverages, Desserts, Italian, Thai",2500,Sample Review Text...,4,Cafes,Bengaluru
"Address_524, Bangalore",Resto_524,Yes,Yes,4.1,656,080-9968148,JP Nagar,Bakery,Salad,"Continental, Desserts, Italian",400,Sample Review Text...,3,Delivery,Bengaluru
"Address_414, Bangalore",Empire Restaurant,Yes,Yes,3.1,2617,080-7517462,JP Nagar,Bar,Biryani,Beverages,800,Sample Review Text...,1,Cafes,Bengaluru
"Address_968, Bangalore",Nandhana Palace,Yes,Yes,2.4,1760,080-2974957,MG Road,Pub,Salad,"Continental, Fast Food, Italian, Mexican, North Indian",600,Sample Review Text...,5,Cafes,Bengaluru
"Address_967, Bangalore",Resto_967,No,No,3.6,601,080-6194113,JP Nagar,Pub,Burgers,Continental,200,Sample Review Text...,1,Dine-out,Bengaluru
"Address_568, Bangalore",Resto_568,No,Yes,3.5,182,080-4763343,Indiranagar,Pub,Biryani,"Beverages, Chinese, Mexican",600,Sample Review Text...,3,Dine-out,Bengaluru
"Address_473, Bangalore",Nandhana Palace,Yes,No,2.1,2565,080-1913231,JP Nagar,Bar,Sushi,"Chinese, Desserts, Italian",800,Sample Review Text...,3,Buffet,Bengaluru
"Address_972, Bangalore",Resto_972,Yes,No,2.4,2406,080-1016411,Whitefield,Bar,Biryani,"Beverages, Chinese, Continental, Mexican, North Indian",2000,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_321, Bangalore",Pizza Hut,No,No,3.7,2552,080-5873580,unknown,Cafe,Burgers,"Beverages, Chinese, Desserts, Fast Food, Italian",3000,Sample Review Text...,5,Delivery,Bengaluru
"Address_525, Bangalore",McDonald's,Yes,Yes,3.1,2938,080-2495511,MG Road,Fine Dining,Sushi,"Beverages, Italian, Mexican, North Indian, South Indian",1000,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_520, Bangalore",Resto_520,Yes,Yes,3.5,2139,080-7220742,Koramangala,Bakery,Sushi,"Beverages, Continental, Desserts, Italian, South Indian",3000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_714, Bangalore",Resto_714,No,Yes,4,435,080-7785940,Marathahalli,Bar,Biryani,Thai,400,Sample Review Text...,1,Dine-out,Bengaluru
"Address_894, Bangalore",Resto_894,Yes,Yes,2.6,621,080-9097767,MG Road,Pub,Pizza,"Chinese, Continental, Desserts, Italian, North Indian",200,Sample Review Text...,5,Dine-out,Bengaluru
"Address_733, Bangalore",Resto_733,No,Yes,4.1,1002,080-1599695,Whitefield,Quick Service Restaurant,Pasta,"Desserts, Fast Food, Thai",1000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_65, Bangalore",Empire Restaurant,Yes,No,2.4,2312,080-3427461,HSR Layout,Casual Dining,Pasta,"Beverages, Chinese, Fast Food, Italian, South Indian",3000,Sample Review Text...,5,Buffet,Bengaluru
"Address_592, Bangalore",Resto_592,No,Yes,2.9,2760,080-4667881,MG Road,Quick Service Restaurant,Burgers,"Desserts, Italian, North Indian, South Indian, Thai",3000,Sample Review Text...,5,Cafes,Bengaluru
"Address_122, Bangalore",Resto_122,No,No,2.6,547,080-4664338,Marathahalli,Cafe,Burgers,"Beverages, Fast Food, Mexican, Thai",2500,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_44, Bangalore",Pizza Hut,Yes,Yes,3.6,641,080-5743227,Koramangala,Bakery,Salad,"Continental, Desserts, Fast Food, North Indian",800,Sample Review Text...,4,Delivery,Bengaluru
"Address_770, Bangalore",Nandhana Palace,Yes,No,3.4,656,080-6878859,HSR Layout,Bakery,Pizza,"Fast Food, Mexican",3000,Sample Review Text...,2,Dine-out,Bengaluru
"Address_767, Bangalore",Pizza Hut,Yes,No,3.3,339,080-6938069,Jayanagar,Bakery,Pasta,"Fast Food, Italian, Mexican, North Indian, South Indian",800,Sample Review Text...,5,Buffet,Bengaluru
"Address_354, Bangalore",McDonald's,No,No,3.8,2650,080-1659867,Indiranagar,Quick Service Restaurant,Steak,"Chinese, Desserts, Mexican, South Indian, Thai",800,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_760, Bangalore",McDonald's,Yes,No,3.5,591,080-4736280,MG Road,Casual Dining,Pizza,"Beverages, Chinese, Mexican, North Indian, South Indian",200,Sample Review Text...,5,Cafes,Bengaluru
"Address_357, Bangalore",Leon Grill,Yes,Yes,3.5,579,080-3190059,Marathahalli,Fine Dining,Biryani,Desserts,3000,Sample Review Text...,1,Dine-out,Bengaluru
"Address_413, Bangalore",Resto_413,Yes,No,4,462,080-7169641,JP Nagar,Pub,Dosa,"Continental, Desserts, Italian, Mexican",600,Sample Review Text...,4,Delivery,Bengaluru
"Address_259, Bangalore",Resto_259,No,No,3.6,2312,080-9094465,JP Nagar,Pub,Pasta,"Fast Food, Italian, Mexican",2500,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_383, Bangalore",Burger King,Yes,Yes,4.7,1697,080-9230660,Jayanagar,Pub,Biryani,"Chinese, Fast Food, Italian, South Indian",1500,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_988, Bangalore",Onesta,No,No,4.8,260,080-8322660,Marathahalli,Bakery,Salad,"Beverages, Chinese, Continental, Desserts, Mexican",3000,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_615, Bangalore",Onesta,Yes,Yes,2.9,339,080-2011111,JP Nagar,Pub,Burgers,"Chinese, Italian",400,Sample Review Text...,2,Delivery,Bengaluru
"Address_256, Bangalore",Leon Grill,No,Yes,3.5,481,080-8239315,Indiranagar,Bakery,Steak,"Beverages, Fast Food",200,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_746, Bangalore",McDonald's,Yes,Yes,3.3,1122,080-8883139,Indiranagar,Casual Dining,Biryani,"South Indian, Thai",2000,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_655, Bangalore",Resto_655,No,Yes,2.1,1424,080-8282586,Koramangala,Pub,Steak,"Continental, Italian, North Indian",1200,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_127, Bangalore",Resto_127,No,Yes,4.7,2969,080-1563316,Indiranagar,Casual Dining,Salad,"Chinese, Fast Food, Italian, North Indian",400,Sample Review Text...,4,Buffet,Bengaluru
"Address_881, Bangalore",Onesta,No,Yes,3,1102,080-9907637,JP Nagar,Quick Service Restaurant,Burgers,"Fast Food, Italian, Mexican, South Indian",3000,Sample Review Text...,4,Delivery,Bengaluru
"Address_140, Bangalore",Resto_140,Yes,Yes,4.1,1631,080-7528964,Indiranagar,Quick Service Restaurant,Sushi,"Fast Food, Italian",3000,Sample Review Text...,2,Cafes,Bengaluru
"Address_845, Bangalore",Burger King,No,No,3.7,676,080-1523448,Marathahalli,Bakery,Biryani,"Beverages, Continental, Fast Food, Italian, North Indian",400,Sample Review Text...,5,Delivery,Bengaluru
"Address_24, Bangalore",Empire Restaurant,Yes,No,4.8,1352,080-7851696,JP Nagar,Fine Dining,Sushi,Continental,2500,Sample Review Text...,1,Cafes,Bengaluru
"Address_291, Bangalore",Burger King,No,No,3.5,904,080-2018380,Indiranagar,Casual Dining,Sushi,"Chinese, Desserts",2000,Sample Review Text...,2,Buffet,Bengaluru
"Address_932, Bangalore",Pizza Hut,Yes,No,4.8,2315,080-6987463,JP Nagar,Casual Dining,Salad,"Beverages, Desserts, Italian, South Indian",200,Sample Review Text...,4,Dine-out,Bengaluru
"Address_992, Bangalore",KFC,Yes,No,2.8,2803,080-3883285,JP Nagar,Cafe,Steak,"Beverages, Desserts, Italian, South Indian, Thai",600,Sample Review Text...,5,Buffet,Bengaluru
"Address_859, Bangalore",Resto_859,No,Yes,2.3,2800,080-4040589,Jayanagar,Pub,Salad,Beverages,2000,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_487, Bangalore",Resto_487,Yes,No,3,1847,080-8410303,Marathahalli,Bakery,Burgers,"Desserts, Fast Food, South Indian, Thai",1500,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_785, Bangalore",Resto_785,No,Yes,3.4,2893,080-9234422,Jayanagar,Casual Dining,Steak,"Beverages, Chinese, Continental",1000,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_263, Bangalore",Resto_263,Yes,Yes,2.3,1130,080-5773013,MG Road,Quick Service Restaurant,Sushi,"Italian, Mexican, North Indian, Thai",400,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_369, Bangalore",Resto_369,No,Yes,2.3,1965,080-7800818,Whitefield,Cafe,Pasta,"Desserts, Fast Food, Italian, North Indian",600,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_835, Bangalore",Burger King,Yes,No,4.6,604,080-5589441,Marathahalli,Fine Dining,Salad,"Beverages, Desserts, Mexican, South Indian",1200,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_577, Bangalore",Onesta,Yes,No,3.5,245,080-8107177,Koramangala,Pub,Salad,"Beverages, South Indian",200,Sample Review Text...,2,Buffet,Bengaluru
"Address_302, Bangalore",Leon Grill,Yes,Yes,2.7,2543,080-1381650,Jayanagar,Bar,Sushi,"Chinese, North Indian, Thai",1000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_56, Bangalore",Resto_56,Yes,No,3.2,1000,080-7418028,MG Road,Pub,Burgers,"Fast Food, South Indian",400,Sample Review Text...,2,Cafes,Bengaluru
"Address_989, Bangalore",Leon Grill,No,Yes,4.2,2634,080-5518560,JP Nagar,Fine Dining,Biryani,"Beverages, Mexican, North Indian, South Indian, Thai",800,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_546, Bangalore",Resto_546,Yes,No,3.2,1552,080-2977453,Jayanagar,Quick Service Restaurant,Dosa,Thai,800,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_895, Bangalore",Leon Grill,No,Yes,3.5,1882,080-9724962,JP Nagar,Pub,Dosa,"Continental, Desserts, Thai",1200,Sample Review Text...,3,Buffet,Bengaluru
"Address_690, Bangalore",Resto_690,No,Yes,3.5,837,080-8950226,JP Nagar,Pub,Biryani,"Beverages, Chinese, Continental, Desserts, South Indian",600,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_740, Bangalore",Resto_740,Yes,No,3.6,880,080-8654679,Marathahalli,Quick Service Restaurant,Biryani,"Chinese, Italian, Mexican, North Indian, Thai",800,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_695, Bangalore",Onesta,No,No,2.9,320,080-5203347,HSR Layout,Cafe,Pizza,"Desserts, Mexican, South Indian",2000,Sample Review Text...,3,Buffet,Bengaluru
"Address_987, Bangalore",Resto_987,No,No,3.5,146,080-4288145,Marathahalli,Casual Dining,Pasta,"Italian, Mexican, South Indian",2000,Sample Review Text...,3,Delivery,Bengaluru
"Address_348, Bangalore",Resto_348,Yes,No,4,278,080-6897466,Koramangala,Bakery,Burgers,Beverages,400,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_21, Bangalore",Leon Grill,No,Yes,4.7,1686,080-4731818,HSR Layout,Quick Service Restaurant,Burgers,"Chinese, Mexican",200,Sample Review Text...,2,Cafes,Bengaluru
"Address_995, Bangalore",Onesta,Yes,Yes,4.4,1366,080-6160344,HSR Layout,Quick Service Restaurant,Pizza,Chinese,1200,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_113, Bangalore",KFC,No,No,4.1,255,080-6263895,Jayanagar,Pub,Pasta,"Beverages, Thai",2000,Sample Review Text...,2,Cafes,Bengaluru
"Address_286, Bangalore",Resto_286,Yes,Yes,3.7,2829,080-6677780,Marathahalli,Fine Dining,Biryani,"Chinese, Desserts, Mexican, South Indian, Thai",2000,Sample Review Text...,5,Delivery,Bengaluru
"Address_827, Bangalore",Resto_827,Yes,No,3.3,2710,080-6659210,Jayanagar,Cafe,Burgers,"Beverages, Chinese, Italian, North Indian, South Indian",2000,Sample Review Text...,5,Delivery,Bengaluru
"Address_12, Bangalore",Nandhana Palace,Yes,Yes,3.3,1728,080-1247595,Jayanagar,Quick Service Restaurant,Pizza,"Chinese, Desserts, Italian, Mexican",2500,Sample Review Text...,4,Dine-out,Bengaluru
"Address_679, Bangalore",McDonald's,No,No,4.3,1741,080-6701595,MG Road,Quick Service Restaurant,Biryani,Continental,2000,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_322, Bangalore",Resto_322,No,Yes,2.6,2520,080-4562439,MG Road,Bakery,Biryani,Thai,1200,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_591, Bangalore",Resto_591,No,No,3.6,658,080-6431331,MG Road,Quick Service Restaurant,Sushi,"Beverages, Italian, Mexican, North Indian, Thai",3000,Sample Review Text...,5,Delivery,Bengaluru
"Address_336, Bangalore",Empire Restaurant,Yes,Yes,2.8,2521,080-6109503,Marathahalli,Cafe,Steak,"Continental, Thai",3000,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_115, Bangalore",Resto_115,No,No,4,1555,080-2325893,MG Road,Bar,Sushi,"Continental, North Indian, South Indian",1000,Sample Review Text...,3,Cafes,Bengaluru
"Address_328, Bangalore",Onesta,No,Yes,3.5,180,080-4520626,Indiranagar,Quick Service Restaurant,Sushi,"Chinese, Continental, Fast Food, North Indian",3000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_510, Bangalore",Burger King,No,No,2.6,1736,080-4378948,Jayanagar,Pub,Dosa,"Continental, Fast Food",3000,Sample Review Text...,2,Cafes,Bengaluru
"Address_47, Bangalore",Resto_47,Yes,No,3.3,1139,080-2754894,Jayanagar,Pub,Pasta,"Chinese, Desserts, Fast Food, South Indian",1500,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_162, Bangalore",McDonald's,Yes,No,3.2,867,080-6766993,Marathahalli,Quick Service Restaurant,Biryani,"Continental, South Indian, Thai",3000,Sample Review Text...,3,Delivery,Bengaluru
"Address_641, Bangalore",Resto_641,Yes,Yes,3.5,435,080-7443851,Marathahalli,Fine Dining,Steak,"Beverages, Italian, North Indian, Thai",600,Sample Review Text...,4,Delivery,Bengaluru
"Address_81, Bangalore",Empire Restaurant,No,Yes,3.4,617,080-3895058,Koramangala,Bakery,Biryani,Thai,400,Sample Review Text...,1,Dine-out,Bengaluru
"Address_990, Bangalore",McDonald's,No,No,3,1870,080-3951233,Koramangala,Casual Dining,Sushi,South Indian,1000,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_626, Bangalore",Resto_626,No,No,4.5,716,080-1689543,Whitefield,Fine Dining,Sushi,"Beverages, Mexican, Thai",1000,Sample Review Text...,3,Buffet,Bengaluru
"Address_398, Bangalore",Burger King,No,No,3.3,500,080-9357316,Whitefield,Bakery,Biryani,"Desserts, Italian, North Indian, South Indian",200,Sample Review Text...,4,Dine-out,Bengaluru
"Address_901, Bangalore",Nandhana Palace,Yes,Yes,2.6,696,080-5772192,MG Road,Bar,Pasta,"Beverages, Chinese, Continental, Desserts",2500,Sample Review Text...,4,Delivery,Bengaluru
"Address_215, Bangalore",Leon Grill,No,No,2.5,1652,080-3835093,Koramangala,Cafe,Pizza,"Italian, South Indian",200,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_416, Bangalore",Burger King,No,No,4.4,656,080-6482263,Whitefield,Pub,Salad,Thai,1500,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_586, Bangalore",McDonald's,No,Yes,3.5,1076,080-2766607,Koramangala,Pub,Dosa,Italian,2500,Sample Review Text...,1,Cafes,Bengaluru
"Address_227, Bangalore",Nandhana Palace,Yes,Yes,4.4,1195,080-7865417,JP Nagar,Fine Dining,Pizza,North Indian,600,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_791, Bangalore",Onesta,Yes,Yes,2.3,2798,080-8467647,Jayanagar,Pub,Biryani,"Desserts, Fast Food, South Indian",600,Sample Review Text...,3,Buffet,Bengaluru
